MT;ACTION;TPS;DEBUT;FIN;EQUIPE;JOUEURS;PHASE;DEF;SURNOMBRE;RESULTAT;SECTEUR;COURSE;TIR;IMPACT;GOAL;PIVOT;ENCLENCHEMENT;Tireur.arret;Buteur;Passeur;But.encaisse;Arret;Gardien.HC;Tireur.HC;Neutraliseur;Neutralisation.Subie;Intercepteur;Passeur.Intercepte;Contreur;Tireur.contre;Faute;Perte.Balle;Penalty.Obtenu;Penalty.Concede;Match;Equipe.en.defense
2;NANTES 088;4756;4756;4773;NANTES;27-LUDOVIC FABREGAS | 7-NICOLAS CLAIRE;AP;6-0;NA;TC;9C;DROITE;APPUI;NA;NA;2-3 D;ENT AD 2-3;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;27-LUDOVIC FABREGAS;7-NICOLAS CLAIRE;NA;NA;NA;NA;MONTPELLIER NANTES;MONTPELLIER
1;DUNKERQUE 018;845.5;845.5;862.7;DUNKERQUE;24-LUC TOBIE | 37-HANIEL VINCIUS INOUE LANGARO;AP;6-0;NA;PBPROV;6C;NA;NA;NA;NA;1-2 G;YAGO G;NA;NA;NA;NA;NA;NA;NA;NA;NA;37-HANIEL VINCIUS INOUE LANGARO;24-LUC TOBIE;NA;NA;NA;NA;NA;NA;DUNKERQUE NIMES;NIMES
1;DUNKERQUE 025;1297.1;1297.1;1311.6;DUNKERQUE;6-JULIEN REBICHON | 25-TOM PELAYO;AP;5-0;6C5;PBPROV;6D;NA;NA;NA;NA;1-2 G;YAGO G;NA;NA;NA;NA;NA;NA;NA;NA;NA;25-TOM PELAYO;6-JULIEN REBICHON;NA;NA;NA;NA;NA;NA;DUNKERQUE NIMES;NIMES
1;NIMES 022;1334.4;1332.4;1359;NIMES;17-DYLAN GARAIN | 24-LUC TOBIE;AP;6-0;NA;PBPROV;6C;NA;NA;NA;NA;2-3 D;X DC ARG SB + X DC ARG ;NA;NA;NA;NA;NA;NA;NA;NA;NA;24-LUC TOBIE;17-DYLAN GARAIN;NA;NA;NA;NA;NA;NA;DUNKERQUE NIMES;DUNKERQUE
2;NIMES 004;2539.7;2535.7;2586.1;NIMES;11-QUENTIN DUPUIS | 17-DYLAN GARAIN;AP;6-0;NA;N;9D;NA;NA;NA;NA;3-3 C;X3 DC ARG ;NA;NA;NA;NA;NA;NA;NA;17-DYLAN GARAIN;11-QUENTIN DUPUIS ;NA;NA;NA;NA;NA;NA;NA;NA;DUNKERQUE NIMES;DUNKERQUE
2;NIMES 011;2733.7;2729.7;2768.6;NIMES;4-BENJAMIN GALLEGO | 91-MOHAMMAD HISHAM SANAD ;AP;6-0;NA;BUT;AD;NA;SUSP;BD;AU LOIN;NA;2C2;NA;91-MOHAMMAD HISHAM SANAD;4-BENJAMIN GALLEGO;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;DUNKERQUE NIMES;DUNKERQUE
2;DUNKERQUE 012;3096.7;3096.7;3143;DUNKERQUE;34-ELOHIM PRANDI | 5-FLORIAN BILAN;AP;6-0;6C6 SG;PBPROV;6C;NA;NA;NA;NA;1-2 G;YAGO G + X DC ARG ;NA;NA;NA;NA;NA;NA;NA;NA;NA;5-FLORIAN BILAN;34-ELOHIM PRANDI;NA;NA;NA;NA;NA;NA;DUNKERQUE NIMES;NIMES
2;NIMES 021;3266.1;3262.1;3295.4;NIMES;5-FLORIAN BILAN | 6-JULIEN REBICHON;MB;NA;NA;PBPROV;11G;NA;NA;NA;NA;NA;1C1;NA;NA;NA;NA;NA;NA;NA;NA;NA;6-JULIEN REBICHON;5-FLORIAN BILAN;NA;NA;NA;NA;NA;NA;DUNKERQUE NIMES;DUNKERQUE
2;DUNKERQUE 015;3319.9;3319.9;3342.8;DUNKERQUE;91-MOHAMMAD HISHAM SANAD | 17-DYLAN GARAIN;MB;NA;NA;PBPROV;6G;DROITE;NA;NA;NA;2-3 D;1C1;NA;NA;NA;NA;NA;NA;NA;NA;NA;17-DYLAN GARAIN;91-MOHAMMAD HISHAM SANAD;NA;NA;NA;NA;NA;NA;DUNKERQUE NIMES;NIMES
2;NIMES 022;3381;3377;3438.6;NIMES;21-NASSIM BELLAHCENE | 11-QUENTIN DUPUIS ;AP;6-0;NA;PBPROV;9G;DROITE;NA;NA;NA;3-3 C;1C1;NA;NA;NA;NA;NA;NA;NA;NA;NA;11-QUENTIN DUPUIS ;21-MICKAEL GROCAUT;NA;NA;NA;NA;NA;NA;DUNKERQUE NIMES;DUNKERQUE
2;DUNKERQUE 016;3387.1;3387.1;3412.8;DUNKERQUE;4-BENJAMIN GALLEGO | 25-TOM PELAYO;AP;6-0;NA;PBPROV;11C;NA;NA;NA;NA;2-3 G;X ARG DC;NA;NA;NA;NA;NA;NA;NA;NA;NA;25-TOM PELAYO;4-BENJAMIN GALLEGO;NA;NA;NA;NA;NA;NA;DUNKERQUE NIMES;NIMES
2;DUNKERQUE 019;3646.5;3646.5;3682.9;DUNKERQUE;77-STEVEN GEORGE | 17-DYLAN GARAIN;AP;6-0;NA;PBPROV;6G;NA;NA;NA;NA;1-2 G;YAGO G + ENT AD 1-2;NA;NA;NA;NA;NA;NA;NA;NA;NA;17-DYLAN GARAIN;77-STEVEN GEORGE;NA;NA;NA;NA;NA;NA;DUNKERQUE NIMES;NIMES
2;DUNKERQUE 020;3717.8;3717.8;3755.2;DUNKERQUE;24-LUC TOBIE | 15-PIERRE SOUDRY;AP;6-0;NA;PBPROV;9C;NA;NA;NA;NA;1-2 G;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;15-PIERRE SOUDRY;24-LUC TOBIE;NA;NA;NA;NA;NA;NA;DUNKERQUE NIMES;NIMES
2;NIMES 031;4140.2;4136.2;4189.6;NIMES;21-NASSIM BELLAHCENE | 77-STEVEN GEORGE ;AP;6-0;6C6 SG;PBPROV;9C;NA;NA;NA;NA;3-3 C;X DC ARG SB + X DC AD ;NA;NA;NA;NA;NA;NA;NA;NA;NA;77-STEVEN GEORGE;21-MICKAEL GROCAUT;NA;NA;NA;NA;NA;NA;DUNKERQUE NIMES;DUNKERQUE
2;DUNKERQUE 029;4244.2;4244.2;4258;DUNKERQUE;24-LUC TOBIE | 15-PIERRE SOUDRY;MB;NA;NA;PBPROV;6C;NA;NA;NA;NA;NA;1C1;NA;NA;NA;NA;NA;NA;NA;NA;NA;15-PIERRE SOUDRY;24-LUC TOBIE;NA;NA;NA;NA;NA;NA;DUNKERQUE NIMES;NIMES
2;NIMES 036;4334.8;4330.8;4362.6;NIMES;15-PIERRE SOUDRY | 11-QUENTIN DUPUIS ;AP;6-0;NA;PBPROV;6G;NA;NA;NA;NA;1-2 G;ENT AG 1-2;NA;NA;NA;NA;NA;NA;NA;NA;NA;11-QUENTIN DUPUIS ;15-PIERRE SOUDRY;NA;NA;NA;NA;NA;NA;DUNKERQUE NIMES;DUNKERQUE
2;NIMES 040;4555.2;4551.2;4580.7;NIMES;15-PIERRE SOUDRY | 92-REMI DESBONNET;CA;NA;NA;PBPROV;20+;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;92-REMI DESBONNET;15-PIERRE SOUDRY;NA;NA;NA;NA;NA;NA;DUNKERQUE NIMES;DUNKERQUE
1;ACTION EQUIPE A 001;44.1;44.1;67.4;PARIS;12-DEMAILLE ALEXANDRE | 13-JOVO DAMJANOVIC;AP;6-0;NA;ARRET;11C;NA;APPUI;HG;NA;3-3 C;X DC ARD;13-JOVO DAMJANOVIC;NA;NA;NA;12-DEMAILLE ALEXANDRE;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;PARIS SAINT-RAPHAEL;SAINT-RAPHAEL
1;ACTION EQUIPE B 001;69.8;69.8;76.9;SAINT-RAPHAEL;16-THIERRY OMEYER | 7-SIMICU ALEXANDRU;MB;6-0;NA;ARRET;11C;NA;NA;MG;NA;2-3 D;1C1;7-ALEXANDRU SIMICU;NA;NA;NA;16-THIERRY OMEYER;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;PARIS SAINT-RAPHAEL;PARIS
1;ACTION EQUIPE B 002;86.5;86.5;121.8;SAINT-RAPHAEL;24-HANSEN MIKKEL | 32-DIPANDA ADRIEN;AP;6-0;NA;TC;NA;DROITE;APPUI;NA;NA;2 PIVOTS;ENT AD 2-3;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;24-HANSEN MIKKEL;32-ADRIEN DIPANDA;NA;NA;NA;NA;PARIS SAINT-RAPHAEL;PARIS
1;ACTION EQUIPE A 003;169.7;169.7;193;PARIS;12-DEMAILLE ALEXANDRE | 24-HANSEN MIKKEL;AP;6-0;NA;ARRET;11C;INT;SUSP;MD;NA;2-3 D;X DC ARG SB;24-HANSEN MIKKEL;NA;NA;NA;12-DEMAILLE ALEXANDRE;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;PARIS SAINT-RAPHAEL;SAINT-RAPHAEL
1;ACTION EQUIPE A 011;442.2;442.2;449.8;PARIS;7-SIMICU ALEXANDRU | 44-NIKOLA KARABATIC;MB;6-0;NA;PBPROV;11C;DROITE;NA;NA;NA;2-3 D;1C1;NA;NA;NA;NA;NA;NA;NA;NA;NA;44-NIKOLA KARABATIC;7-ALEXANDRU SIMICU;NA;NA;NA;NA;NA;NA;PARIS SAINT-RAPHAEL;SAINT-RAPHAEL
1;ACTION EQUIPE B 012;496.6;496.6;506.2;SAINT-RAPHAEL;18-NEDIM REMILI | 7-SIMICU ALEXANDRU;AP;6-0;NA;PBPROV;9C;INT;NA;NA;NA;2-3 G;2C1;NA;NA;NA;NA;NA;NA;NA;NA;NA;7-ALEXANDRU SIMICU;18-NEDIM REMILI;NA;NA;NA;NA;NA;NA;PARIS SAINT-RAPHAEL;PARIS
1;ACTION EQUIPE A 013;544.9;544.9;560.5;PARIS;32-DIPANDA ADRIEN | 44-NIKOLA KARABATIC;AP;6-0;NA;PBPROV;9G;NA;NA;NA;NA;3-3 C;INDIV;NA;NA;NA;NA;NA;NA;NA;NA;NA;44-NIKOLA KARABATIC;32-ADRIEN DIPANDA;NA;NA;NA;NA;NA;NA;PARIS SAINT-RAPHAEL;SAINT-RAPHAEL
1;ACTION EQUIPE A 018;758;758;775.7;PARIS;7-SIMICU ALEXANDRU | 18-NEDIM REMILI;AP;6-0;NA;TC;9C;INT;SUSP;NA;NA;3-3 C;ENT AD 1-2;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;7-ALEXANDRU SIMICU;18-NEDIM REMILI;NA;NA;NA;NA;PARIS SAINT-RAPHAEL;SAINT-RAPHAEL
1;ACTION EQUIPE B 020;964.9;964.9;971.4;SAINT-RAPHAEL;16-THIERRY OMEYER | 11-SARMIENTO DANIEL;AP;6-0;NA;ARRET;9D;EXT;SUSP;BC;NA;3-3 C;INDIV;11-DANIEL SARMIENTO;NA;NA;NA;16-THIERRY OMEYER;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;PARIS SAINT-RAPHAEL;PARIS
1;ACTION EQUIPE A 026;1220.3;1220.3;1229.5;PARIS;12-DEMAILLE ALEXANDRE | 19-LUC ABALO;MB;04-Feb;NA;ARRET;6D;INT;SUSP;HC;NA;NA;INDIV;19-LUC ABALO;NA;NA;NA;12-DEMAILLE ALEXANDRE;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;PARIS SAINT-RAPHAEL;SAINT-RAPHAEL
1;ACTION EQUIPE B 026;1396.9;1396.9;1403.1;SAINT-RAPHAEL;16-THIERRY OMEYER | 7-SIMICU ALEXANDRU;MB;6-0;NA;THC;11C;DROITE;SUSP;NA;NA;3-3 C;INDIV;NA;NA;NA;NA;NA;16-THIERRY OMEYER;7-ALEXANDRU SIMICU;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;PARIS SAINT-RAPHAEL;PARIS
1;ACTION EQUIPE A 037;2112.5;2112.5;2123.7;PARIS;12-DEMAILLE ALEXANDRE | 3-UWE GENSHEIMER;AP;6-0;NA;ARRET;AG;NA;SUSP;BC;NA;3-3 C;ENT ARG 2-3;3-UWE GENSHEIMER;NA;NA;NA;12-DEMAILLE ALEXANDRE;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;PARIS SAINT-RAPHAEL;SAINT-RAPHAEL
1;ACTION EQUIPE B 038;2210.3;2210.3;2217.1;SAINT-RAPHAEL;12-RODRIGO CORRALES | 10-ABILY AURELIEN;AP;6-0;NA;ARRET;11G;INT;SUSP;MG;NA;3-3 C;INDIV;10-ABILY AURELIEN;NA;NA;NA;12-RODRIGO CORRALES;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;PARIS SAINT-RAPHAEL;PARIS
1;ACTION EQUIPE A 038;2217.2;2217.2;2223.1;PARIS;19-JURKA MIROSLAV | 44-NIKOLA KARABATIC;MB;6-0;NA;PBPROV;11C;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;44-NIKOLA KARABATIC;19-JURKA MIROSLAV;NA;NA;NA;NA;NA;NA;PARIS SAINT-RAPHAEL;SAINT-RAPHAEL
1;ACTION EQUIPE A 039;2240.9;2240.9;2248.1;PARIS;12-DEMAILLE ALEXANDRE | 44-NIKOLA KARABATIC;AP;6-0;NA;ARRET;9C;INT;SUSP;MC;NA;2-3 G;X DC ARG;44-NIKOLA KARABATIC;NA;NA;NA;12-DEMAILLE ALEXANDRE;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;PARIS SAINT-RAPHAEL;SAINT-RAPHAEL
1;ACTION EQUIPE A 044;2448.7;2448.7;2476.9;PARIS;24-VIGNERON ARTHUR | 44-NIKOLA KARABATIC;AP;6-0;NA;TC;9G;NA;APPUI;NA;NA;2-3 G;X ARG ARD;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;24-ARTHUR VIGNERON;44-NIKOLA KARABATIC;NA;NA;NA;NA;PARIS SAINT-RAPHAEL;SAINT-RAPHAEL
1;ACTION EQUIPE B 042;2475.4;2475.4;2482.2;SAINT-RAPHAEL;12-RODRIGO CORRALES | 88-HMAM WISSEM;CA;NA;NA;ARRET;20+;NA;APPUI;MC;NA;NA;INDIV;88-WISSAM HMAM;NA;NA;NA;12-RODRIGO CORRALES;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;PARIS SAINT-RAPHAEL;PARIS
2;ACTION EQUIPE B 010;3022;3022;3033.4;SAINT-RAPHAEL;14-LYNGGAARD ALEXANDER | 19-JURKA MIROSLAV;CA;NA;NA;BUT;6D;INT;SUSP;BG;AU TRAVERS;NA;INDIV;NA;19-JURKA MIROSLAV;14-ALEXANDER LYNGGAARD;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;PARIS SAINT-RAPHAEL;PARIS
2;ACTION EQUIPE A 009;3107.2;3107.2;3140.8;PARIS;44-NIKOLA KARABATIC | 10-SANDER SAGOSEN;CA;NA;NA;BUT;6G;INT;SUSP;BG;AU TRAVERS;NA;INDIV;NA;10-SANDER SAGOSEN;44-NIKOLA KARABATIC;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;PARIS SAINT-RAPHAEL;SAINT-RAPHAEL
2;ACTION EQUIPE B 025;3774.3;3774.3;3790.8;SAINT-RAPHAEL;2-KRANTZ GEOFFROY | 11-SARMIENTO DANIEL;AP;6-0;NA;BUT;6D;EXT;SUSP;BC;AU TRAVERS;3-3 C;ESP G;NA;11-DANIEL SARMIENTO;2-GEOFFROY KRANTZ;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;PARIS SAINT-RAPHAEL;PARIS
2;ACTION EQUIPE A 034;4355.9;4355.9;4390.4;PARIS;16-THIERRY OMEYER | 11-BENOIT KOUNKOUD;CA;NA;NA;BUT;11C;DROITE;SUSP;BC;NA;NA;INDIV;NA;11-BENOIT KOUNKOUD;16-THIERRY OMEYER;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;PARIS SAINT-RAPHAEL;SAINT-RAPHAEL
1;TREMBLAY 001;152;152;187.6;TREMBLAY;7-MATHIEU BATAILLE;AP;6-0;NA;N;9C;NA;NA;NA;NA;NA;X ARG ARD;NA;NA;NA;NA;NA;NA;NA;7-MATHIEU BATAILLE;NA;NA;NA;NA;NA;NA;NA;NA;NA;IVRY TREMBLAY;IVRY
1;TREMBLAY 009;485.8;485.8;493.8;TREMBLAY;18-VASJA FURLAN;MB;NA;NA;N;9D;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;18-VASJA FURLAN;NA;NA;NA;NA;NA;NA;NA;NA;NA;IVRY TREMBLAY;IVRY
1;TREMBLAY 017;810.4;810.4;821.7;TREMBLAY;7-MATHIEU BATAILLE;MB;NA;NA;N;9C;NA;NA;NA;NA;NA;X DC ARD;NA;NA;NA;NA;NA;NA;NA;7-MATHIEU BATAILLE;NA;NA;NA;NA;NA;NA;NA;NA;NA;IVRY TREMBLAY;IVRY
1;IVRY 018;852.9;852.9;859.3;IVRY;34-SAMUEL HONRUBIA;ER;NA;NA;N;9D;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;34-SAMUEL HONRUBIA;NA;NA;NA;NA;NA;NA;NA;NA;NA;IVRY TREMBLAY;TREMBLAY
1;IVRY 039;2103.9;2103.9;2117.3;IVRY;17-BENJAMIN BATAILLE;AP;6-0;NA;PBPROV;9C;NA;NA;NA;NA;3-3 C;X DC ARG SB;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;17-BENJAMIN BATAILLE;NA;NA;NA;NA;NA;NA;IVRY TREMBLAY;TREMBLAY
2;TREMBLAY 013;2834.1;2834.1;2847.7;TREMBLAY;13-PIERRE MARCHE;ER;NA;NA;PBPROV;6C;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;13-PIERRE MARCHE;NA;NA;NA;NA;NA;NA;IVRY TREMBLAY;IVRY
2;IVRY 017;3113;3113;3164.4;IVRY;17-BENJAMIN BATAILLE;AP;6-0;NA;PBPROV;9D;NA;NA;NA;NA;3-3 C;ENT AG 1-2;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;17-BENJAMIN BATAILLE;NA;NA;NA;NA;NA;NA;IVRY TREMBLAY;TREMBLAY
2;IVRY 028;3758.5;3758.5;3805.3;IVRY;93-MICKE BRASSELEUR;AP;6-0;NA;PBPROV;9C;NA;NA;NA;NA;2-3 G;X DC ARD SB;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;93-MICKE BRASSELEUR;NA;NA;NA;NA;NA;NA;IVRY TREMBLAY;TREMBLAY
1;ACTION EQUIPE A 002;504;504;521;AIX;55-NIKO MINDEGIA ELIZAGA | 89-MOHAMED MAMDOUH;AP;03-Mar;NA;PBPROV;6G;NA;NA;NA;NA;1-2 G;ENT DC B ;NA;NA;NA;NA;NA;NA;NA;NA;NA;89-MOHAMED MAMDOUH;55-MIKO MINDEGIA ELIZAGA;NA;NA;NA;NA;NA;NA;AIX CHAMBERY;CHAMBERY
1;ACTION EQUIPE A 007;736;736;763;AIX;15-ROMAIN BRIFFE | 22-KARL KONAN;AP;03-Mar;NA;TC;9C;NA;SUSP;NA;NA;2-3 G;ENT DC B ;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;15-ROMAIN BRIFFE;22-KARL KONAN;NA;NA;NA;NA;AIX CHAMBERY;CHAMBERY
1;ACTION EQUIPE B 015;1359;1359;1381;CHAMBERY;5-IOSU GONI LEOZ | 99-AMINE BANNOUR;AP;NA;6C6 SG;PBPROV;9C;NA;NA;NA;NA;1-2 D;YAGO D;NA;NA;NA;NA;NA;NA;NA;NA;NA;99-AMINE BANNOUR;5-IOSU GONI LEOZ;NA;NA;NA;NA;NA;NA;AIX CHAMBERY;AIX
1;ACTION EQUIPE A 024;1380;1380;1385;AIX;33-SERGIY ONUFRIYENKO | 89-MOHAMED MAMDOUH;CA;NA;6C5;BUT;20+;NA;NA;MC;NA;NA;NA;NA;89-MOHAMED MAMDOUH;33-SERGIY ONUFRIYENKO;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;AIX CHAMBERY;CHAMBERY
1;ACTION EQUIPE A 036;1920;1920;1933;AIX;3-QUEIDO TRAORE | 44-AYMERIC MINNE;AP;6-0;NA;PBPROV;9D;NA;NA;NA;NA;2-3 D;X ARD DC;NA;NA;NA;NA;NA;NA;NA;NA;NA;44-AYMERIC MINNE;3-QUEIDO TRAORE;NA;NA;NA;NA;NA;NA;AIX CHAMBERY;CHAMBERY
1;ACTION EQUIPE A 047;2539;2539;2564;AIX;3-QUEIDO TRAORE | 44-AYMERIC MINNE;AP;6-0;NA;PBPROV;6D;NA;NA;NA;NA;2-3 D;X ARG DC SB;NA;NA;NA;NA;NA;NA;NA;NA;NA;44-AYMERIC MINNE;3-QUEIDO TRAORE;NA;NA;NA;NA;NA;NA;AIX CHAMBERY;CHAMBERY
1;ACTION EQUIPE B 036;2690;2690;2693;CHAMBERY;44-AYMERIC MINNE | 20-JOHANNES MARESCOT;ER;6-0;NA;PBPROV;20+;NA;NA;NA;NA;NA;INDIV;NA;NA;NA;NA;NA;NA;NA;NA;NA;20-JOHANNES MARESCOT;44-AYMERIC MINNE;NA;NA;NA;NA;NA;NA;AIX CHAMBERY;AIX
1;ACTION EQUIPE A 051;2695;2695;2702;AIX;4-ALEXANDRE TRITTA | 89-MOHAMED MAMDOUH;CA;NA;NA;PBPROV;6C;NA;NA;NA;NA;NA;3C2;NA;NA;NA;NA;NA;NA;NA;NA;NA;89-MOHAMED MAMDOUH;4-ALEXANDRE TRITTA;NA;NA;NA;NA;NA;NA;AIX CHAMBERY;CHAMBERY
2;ACTION EQUIPE A 001;2809;2809;2842;AIX;4-ALEXANDRE TRITTA | 89-MOHAMED MAMDOUH;AP;6-0;NA;PBPROV;9C;NA;NA;NA;NA;NA;1G;NA;NA;NA;NA;NA;NA;NA;NA;NA;89-MOHAMED MAMDOUH;4-ALEXANDRE TRITTA;NA;NA;NA;NA;NA;NA;AIX CHAMBERY;CHAMBERY
2;ACTION EQUIPE A 011;3291;3291;3304;AIX;55-NIKO MINDEGIA ELIZAGA | 1-SLAVISA DUKANOVIC;CA;NA;NA;PBPROV;9G;NA;NA;NA;NA;NA;INDIV;NA;NA;NA;NA;NA;NA;NA;NA;NA;1-SLAVISA DUKANOVIC;55-MIKO MINDEGIA ELIZAGA;NA;NA;NA;NA;NA;NA;AIX CHAMBERY;CHAMBERY
2;ACTION EQUIPE A 016;3570;3570;3599;AIX;34-QUENTIN MINEL | 33-SERGIY ONUFRIYENKO;AP;6-0;NA;PBPROV;6D;NA;NA;NA;NA;2-3 D;X ARG DC SB;NA;NA;NA;NA;NA;NA;NA;NA;NA;33-SERGIY ONUFRIYENKO;34-QUENTIN MINEL;NA;NA;NA;NA;NA;NA;AIX CHAMBERY;CHAMBERY
2;ACTION EQUIPE A 019;3697;3697;3712;AIX;20-JOHANNES MARESCOT | 89-MOHAMED MAMDOUH;AP;5-0;6C5;PBPROV;9G;NA;NA;NA;NA;1-2 G;ENT DC B ;NA;NA;NA;NA;NA;NA;NA;NA;NA;89-MOHAMED MAMDOUH;20-JOHANNES MARESCOT;NA;NA;NA;NA;NA;NA;AIX CHAMBERY;CHAMBERY
2;ACTION EQUIPE B 028;4270;4270;4294;CHAMBERY;7-INAKI PECINA | 34-QUENTIN MINEL;AP;6-0;6C6 SG;PBPROV;9C;NA;NA;NA;NA;2-3 G;X DC ARD;NA;NA;NA;NA;NA;NA;NA;NA;NA;34-QUENTIN MINEL;7-INAKI PECINA;NA;NA;NA;NA;NA;NA;AIX CHAMBERY;AIX
2;ACTION EQUIPE B 035;4785;4785;4812;CHAMBERY;89-MOHAMED MAMDOUH | 23-PIERRE PATUREL;AP;6-0;NA;PBPROV;6C;NA;NA;NA;NA;1-2 G;YAGO G;NA;NA;NA;NA;NA;NA;NA;NA;NA;23-PIERRE PATUREL;89-MOHAMED MAMDOUH;NA;NA;NA;NA;NA;NA;AIX CHAMBERY;AIX
2;MONTPELLIER 050;2935.4;2935.4;2949.6;MONTPELLIER;81-FREDERIC BEAUREGARD | 39-MOHAMED SOUSSI;AP;5-0;5C5;PBPROV;6D;NA;NA;NA;NA;2-3 G;X DC ARG SB;NA;NA;NA;NA;NA;NA;NA;NA;NA;39-MOHAMED SOUSSI;81-FREDERIC BEAUREGARD;NA;NA;NA;NA;NA;NA;CESSON MONTPELLIER;CESSON
2;MONTPELLIER 062;3682.1;3682.1;3693.1;MONTPELLIER;81-FREDERIC BEAUREGARD | 27-LUDOVIC FABREGAS;AP;6-0;NA;PBPROV;6D;NA;NA;NA;NA;2-3 D;1C1;NA;NA;NA;NA;NA;NA;NA;NA;NA;27-LUDOVIC FABREGAS;81-FREDERIC BEAUREGARD;NA;NA;NA;NA;NA;NA;CESSON MONTPELLIER;CESSON
2;CESSON 079;4512.2;4512.2;4518.8;CESSON;9-AYMEN TOUMI | 34-ARBER QERIMI;AP;6-0;NA;PBPROV;9G;NA;NA;NA;NA;2 PIVOTS;X ARD DC;NA;NA;NA;NA;NA;NA;NA;NA;NA;34-ARBER QERIMI;9-AYMEN TOUMI;NA;NA;NA;NA;NA;NA;CESSON MONTPELLIER;MONTPELLIER
2;CESSON 081;4628;4628;4632;CESSON;28-VALENTIN PORTE | 11-SYLVAIN HOCHET;ER;NA;NA;PBPROV;9C;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;11-SYLVAIN HOCHET;28-VALENTIN PORTE;NA;NA;NA;NA;NA;NA;CESSON MONTPELLIER;MONTPELLIER
1;MASSY 002;282.8;282.8;307.4;MASSY;77-MIRKO HERCEG;AP;6-0;NA;PBPROV;9C;NA;NA;NA;NA;3-3 C;X DC ARG SB;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;77-MIRKO HERCEG;NA;NA;NA;NA;NA;NA;IVRY MASSY;IVRY
1;MASSY 021;1001;1001;1010.8;MASSY;29-JULES PORTET;AP;6-0;NA;PBPROV;6C;NA;NA;NA;NA;2 PIVOTS;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;29-JULES PORTET;NA;NA;NA;NA;NA;NA;IVRY MASSY;IVRY
1;IVRY 025;1502.2;1502.2;1528.4;IVRY;18-VASJA FURLAN;AP;6-0;6C6 SG;PBPROV;9C;NA;NA;NA;NA;3-3 C;X DC ARD SB;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;18-VASJA FURLAN;NA;NA;NA;NA;NA;NA;IVRY MASSY;MASSY
2;MASSY 001;2432.4;2432.4;2471.6;MASSY;7-MATHIEU BATAILLE | 22-JUNIOR REAULT;AP;6-0;NA;PBPROV;9D;NA;NA;NA;NA;2-3 D;YAGO D;NA;NA;NA;NA;NA;NA;NA;NA;NA;22-JUNIOR REAULT;7-MATHIEU BATAILLE;NA;NA;NA;NA;NA;NA;IVRY MASSY;IVRY
2;MASSY 014;3284.1;3280.9;3311;MASSY;13-OUSSAMA HOSNI | 20-JOHANN CARON;AP;6-0;NA;TC;9G;NA;HANCHE;NA;NA;2 PIVOTS;1C1;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;13-OUSSAMA HOSNI;20-JOHANN CARON;NA;NA;NA;NA;IVRY MASSY;IVRY
