MT;ACTION;TPS;DEBUT;FIN;EQUIPE;JOUEURS;PHASE;DEF;SURNOMBRE;RESULTAT;SECTEUR;COURSE;TIR;IMPACT;GOAL;PIVOT;ENCLENCHEMENT;Tireur.arret;Buteur;Passeur;But.encaisse;Arret;Gardien.HC;Tireur.HC;Neutraliseur;Neutralisation.Subie;Intercepteur;Passeur.Intercepte;Contreur;Tireur.contre;Faute;Perte.Balle;Penalty.Obtenu;Penalty.Concede;Match;Equipe.en.defense
1;CESSON 001;10.4;10.4;42.8;CESSON;11-SYLVAIN HOCHET | 17-FLORIAN DELECROIX | 81-MIROSLAV KOCIC;AP;6-0;NA;BUT;9G;EXT;SUSP;BC;AU TRAVERS;1-2 D;YAGO D;NA;17-FLORIAN DELECROIX;11-SYLVAIN HOCHET;81-MIROSLAV KOCIC;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;CESSON SARAN;SARAN
1;SARAN 001;52.5;52.5;74.2;SARAN;68-QUENTIN EYMANN | 16-KEVIN BONNEFOI;AP;6-0;NA;ARRET;9D;INT;SUSP;HD;NA;1-2 D;X AD ARD;68-QUENTIN EYMANN;NA;NA;NA;16-KEVIN BONNEFOI;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;CESSON SARAN;CESSON
1;CESSON 002;75.3;75.3;84.8;CESSON;27-JEAN JACQUES ACQUEVILLO | 11-SYLVAIN HOCHET;MB;6-0;NA;N;9G;INT;NA;NA;NA;NA;1C1;NA;NA;NA;NA;NA;NA;NA;27-JEAN JACQUES ACQUEVILLO;11-SYLVAIN HOCHET;NA;NA;NA;NA;NA;NA;NA;NA;CESSON SARAN;SARAN
1;CESSON 003;87;87;107.3;CESSON;17-FLORIAN DELECROIX | 81-MIROSLAV KOCIC;AP;6-0;NA;ARRET;9G;EXT;SUSP;MC;NA;1-2 D;YAGO D;17-FLORIAN DELECROIX;NA;NA;NA;81-MIROSLAV KOCIC;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;CESSON SARAN;SARAN
1;CESSON 004;111.2;111.2;117.7;CESSON;68-QUENTIN EYMANN | 26-ALLAN VILLEMINOT;MB;NA;NA;N;9G;DROITE;NA;NA;NA;NA;1C1;NA;NA;NA;NA;NA;NA;NA;68-QUENTIN EYMANN;26-ALLAN VILLEMINOT;NA;NA;NA;NA;NA;NA;NA;NA;CESSON SARAN;SARAN
1;CESSON 005;159.7;159.7;176.5;CESSON;26-ALLAN VILLEMINOT | 17-FLORIAN DELECROIX | 81-MIROSLAV KOCIC;AP;5-0;6C5;BUT;9C;EXT;APPUI;BC;AU TRAVERS;1-2 D;2C2;NA;17-FLORIAN DELECROIX;26-ALLAN VILLEMINOT;81-MIROSLAV KOCIC;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;CESSON SARAN;SARAN
1;SARAN 002;181.9;181.9;222.7;SARAN;4-MATTHIEU DROUHIN | 16-KEVIN BONNEFOI;AP;05-Jan;NA;ARRET;9D;INT;SUSP;NA;NA;2-3 D;1C1;4-MATTHIEU DROUHIN;NA;NA;NA;16-KEVIN BONNEFOI;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;CESSON SARAN;CESSON
1;CESSON 006;226.2;226.2;233.4;CESSON;26-ALLAN VILLEMINOT | 17-FLORIAN DELECROIX | 81-MIROSLAV KOCIC;AP;5-0;6C5;BUT;6D;DROITE;SUSP;BC;AU TRAVERS;2-3 G;1C1;NA;17-FLORIAN DELECROIX;26-ALLAN VILLEMINOT;81-MIROSLAV KOCIC;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;CESSON SARAN;SARAN
1;SARAN 003;240.4;240.4;264.9;SARAN;11-EVRIS MUYEMBO;AP;6-0;NA;PB;11C;NA;NA;NA;NA;2-3 G;2C2;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;11-EVRIS MUYEMBO;NA;NA;CESSON SARAN;CESSON
1;CESSON 007;265.5;265.5;271.9;CESSON;11-SYLVAIN HOCHET;CA;NA;NA;BUT;6C;NA;APPUI;BC;NA;NA;INDIV;NA;11-SYLVAIN HOCHET;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;CESSON SARAN;SARAN
1;SARAN 004;347.1;347.1;362;SARAN;64-HADRIEN RAMOND;AP;6-0;NA;PB;6C;NA;NA;NA;NA;2-3 D;2C2;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;64-HADRIEN RAMOND;NA;NA;CESSON SARAN;CESSON
1;CESSON 008;364.7;364.7;372.7;CESSON;26-ALLAN VILLEMINOT | 11-SYLVAIN HOCHET | 81-MIROSLAV KOCIC;MB;6-0;NA;BUT;AG;INT;SUSP;MG;AU TRAVERS;2-3 G;1C1;NA;11-SYLVAIN HOCHET;26-ALLAN VILLEMINOT;81-MIROSLAV KOCIC;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;CESSON SARAN;SARAN
1;SARAN 005;381.8;381.8;422.6;SARAN;81-FREDERIC BEAUREGARD | 68-QUENTIN EYMANN;AP;6-0;NA;PYO;6D;NA;NA;NA;NA;1-2 G;1C1;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;68-QUENTIN EYMANN;81-FREDERIC BEAUREGARD;CESSON SARAN;CESSON
1;SARAN 006;423.7;423.7;436.2;SARAN;4-MATTHIEU DROUHIN | 16-KEVIN BONNEFOI;PY;NA;NA;BUT;NA;NA;NA;BD;AU TRAVERS;NA;INDIV;NA;4-MATTHIEU DROUHIN;NA;16-KEVIN BONNEFOI;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;CESSON SARAN;CESSON
1;CESSON 009;437.3;437.3;475.4;CESSON;81-FREDERIC BEAUREGARD | 81-MIROSLAV KOCIC;AP;6-0;NA;ARRET;9D;EXT;SUSP;MG;NA;3-3 C;X DC ARG;81-FREDERIC BEAUREGARD;NA;NA;NA;81-MIROSLAV KOCIC;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;CESSON SARAN;SARAN
1;SARAN 007;483.2;483.2;490;SARAN;56-ROMARIC GUILLO | 27-JEAN JACQUES ACQUEVILLO;AP;05-Jan;NA;N;11C;NA;NA;NA;NA;2-3 G;X DC ARG;NA;NA;NA;NA;NA;NA;NA;56-ROMARIC GUILLO;27-JEAN JACQUES ACQUEVILLO;NA;NA;NA;NA;NA;NA;NA;NA;CESSON SARAN;CESSON
1;SARAN 008;490.9;490.9;503.1;SARAN;68-QUENTIN EYMANN | 25-CHEMA RODRIGUES | 16-KEVIN BONNEFOI;AP;6-0;NA;BUT;6C;DROITE;SUSP;MD;AU TRAVERS;2-3 D;1C1;NA;25-CHEMA RODRIGUES;68-QUENTIN EYMANN;16-KEVIN BONNEFOI;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;CESSON SARAN;CESSON
1;CESSON 010;515.3;515.3;541.6;CESSON;26-ALLAN VILLEMINOT | 81-FREDERIC BEAUREGARD | 81-MIROSLAV KOCIC;AP;6-0;NA;BUT;9G;INT;SUSP;MG;AU LOIN;1-2 G;1C1;NA;81-FREDERIC BEAUREGARD;26-ALLAN VILLEMINOT;81-MIROSLAV KOCIC;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;CESSON SARAN;SARAN
1;SARAN 009;546.9;546.9;562.8;SARAN;17-FLORIAN DELECROIX | 27-JEAN JACQUES ACQUEVILLO;AP;6-0;NA;N;NA;DROITE;NA;NA;NA;2-3 D;X DC ARD;NA;NA;NA;NA;NA;NA;NA;17-FLORIAN DELECROIX;27-JEAN JACQUES ACQUEVILLO;NA;NA;NA;NA;NA;NA;NA;NA;CESSON SARAN;CESSON
1;SARAN 010;565.5;565.5;582.9;SARAN;11-SYLVAIN HOCHET | 68-QUENTIN EYMANN;AP;6-0;NA;N;9D;NA;NA;NA;NA;1-2 D;ENT AD 1-2;NA;NA;NA;NA;NA;NA;NA;11-SYLVAIN HOCHET;68-QUENTIN EYMANN;NA;NA;NA;NA;NA;NA;NA;NA;CESSON SARAN;CESSON
1;SARAN 011;584.6;584.6;597.1;SARAN;27-JEAN JACQUES ACQUEVILLO;AP;6-0;NA;TC;9C;NA;SUSP;NA;NA;NA;ENT AD 1-2;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;27-JEAN JACQUES ACQUEVILLO;NA;NA;NA;NA;CESSON SARAN;CESSON
1;CESSON 011;597.8;597.8;603.1;CESSON;11-SYLVAIN HOCHET | 81-MIROSLAV KOCIC;CA;NA;NA;THC;6C;EXT;SUSP;BD;NA;NA;INDIV;NA;NA;NA;NA;NA;81-MIROSLAV KOCIC;11-SYLVAIN HOCHET;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;CESSON SARAN;SARAN
1;SARAN 012;603.9;603.9;620.6;SARAN;56-ROMARIC GUILLO | 68-QUENTIN EYMANN;MB;6-0;NA;N;9C;INT;NA;NA;NA;3-3 C;1C1;NA;NA;NA;NA;NA;NA;NA;56-ROMARIC GUILLO;68-QUENTIN EYMANN;NA;NA;NA;NA;NA;NA;NA;NA;CESSON SARAN;CESSON
1;SARAN 013;636.6;636.6;662.8;SARAN;11-SYLVAIN HOCHET | 25-CHEMA RODRIGUES;AP;6-0;NA;PYO;NA;INT;NA;NA;NA;2-3 D;1C1;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;25-CHEMA RODRIGUES;11-SYLVAIN HOCHET;CESSON SARAN;CESSON
1;SARAN 014;667.2;667.2;678.5;SARAN;4-MATTHIEU DROUHIN | 16-KEVIN BONNEFOI;PY;NA;NA;BUT;NA;NA;NA;HC;AU TRAVERS;NA;INDIV;NA;4-MATTHIEU DROUHIN;NA;16-KEVIN BONNEFOI;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;CESSON SARAN;CESSON
1;CESSON 012;684.3;684.3;721.1;CESSON;17-FLORIAN DELECROIX | 81-MIROSLAV KOCIC;AP;6-0;NA;ARRET;9D;DROITE;SUSP;MG;NA;1-2 G;ENT AG 2-3;17-FLORIAN DELECROIX;NA;NA;NA;81-MIROSLAV KOCIC;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;CESSON SARAN;SARAN
1;CESSON 013;722.8;722.8;732;CESSON;26-ALLAN VILLEMINOT | 81-MIROSLAV KOCIC;AP;6-0;NA;ARRET;9G;DROITE;APPUI;BD;NA;2-3 D;X DC ARD;26-ALLAN VILLEMINOT;NA;NA;NA;81-MIROSLAV KOCIC;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;CESSON SARAN;SARAN
1;SARAN 015;731.6;731.6;741.7;SARAN;NON SPECIFIE;MB;6-0;NA;ARRET DE JEU;9C;NA;NA;NA;NA;3-3 C;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;CESSON SARAN;CESSON
1;SARAN 016;742.4;742.4;777;SARAN;NON SPECIFIE;AP;6-0;NA;ARRET DE JEU;NA;NA;NA;NA;NA;2-3 G;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;CESSON SARAN;CESSON
1;SARAN 017;803.3;803.3;812.2;SARAN;25-CHEMA RODRIGUES | 64-HADRIEN RAMOND | 16-KEVIN BONNEFOI;AP;6-0;NA;BUT;6C;NA;APPUI;MD;AU TRAVERS;2-3 G;2C2;NA;64-HADRIEN RAMOND;25-CHEMA RODRIGUES;16-KEVIN BONNEFOI;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;CESSON SARAN;CESSON
1;CESSON 014;850.1;850.1;875.5;CESSON;64-HADRIEN RAMOND | 56-ROMARIC GUILLO;AP;NA;NA;N;6D;NA;NA;NA;NA;1-2 G;YAGO G;NA;NA;NA;NA;NA;NA;NA;64-HADRIEN RAMOND;56-ROMARIC GUILLO;NA;NA;NA;NA;NA;NA;NA;NA;CESSON SARAN;SARAN
1;CESSON 015;878.8;878.8;886.9;CESSON;17-FLORIAN DELECROIX | 81-MIROSLAV KOCIC;AP;6-0;NA;THC;9D;INT;NA;HD;NA;2-3 D;YAGO G;NA;NA;NA;NA;NA;81-MIROSLAV KOCIC;17-FLORIAN DELECROIX;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;CESSON SARAN;SARAN
1;SARAN 019;907.6;907.6;918.5;SARAN;68-QUENTIN EYMANN | 27-JEAN JACQUES ACQUEVILLO | 16-KEVIN BONNEFOI;AP;6-0;NA;BUT;11C;INT;SUSP;MD;AU TRAVERS;3-3 C;X DC ARG;NA;27-JEAN JACQUES ACQUEVILLO;68-QUENTIN EYMANN;16-KEVIN BONNEFOI;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;CESSON SARAN;CESSON
1;CESSON 017;1053.9;1053.9;1065.5;CESSON;11-SYLVAIN HOCHET | 17-FLORIAN DELECROIX | 81-MIROSLAV KOCIC;AP;6-0;NA;BUT;9G;EXT;SUSP;HC;AU LOIN;2-3 G;YAGO D + ENT AD 2-3;NA;17-FLORIAN DELECROIX;11-SYLVAIN HOCHET;81-MIROSLAV KOCIC;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;CESSON SARAN;SARAN
1;SARAN 020;1063.9;1063.9;1090.2;SARAN;27-JEAN JACQUES ACQUEVILLO | 64-HADRIEN RAMOND | 16-KEVIN BONNEFOI;AP;NA;NA;BUT;6C;NA;APPUI;HD;NA;3-3 C;X DC ARG;NA;64-HADRIEN RAMOND;27-JEAN JACQUES ACQUEVILLO;16-KEVIN BONNEFOI;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;CESSON SARAN;CESSON
1;CESSON 018;1093.5;1093.5;1110.2;CESSON;4-MATTHIEU DROUHIN | 81-FREDERIC BEAUREGARD;AP;6-0;NA;N;9G;NA;NA;NA;NA;3-3 C;X DC ARD;NA;NA;NA;NA;NA;NA;NA;4-MATTHIEU DROUHIN;81-FREDERIC BEAUREGARD;NA;NA;NA;NA;NA;NA;NA;NA;CESSON SARAN;SARAN
1;CESSON 019;1113.1;1113.1;1143.1;CESSON;26-ALLAN VILLEMINOT | 81-MIROSLAV KOCIC;AP;6-0;NA;ARRET;9C;DROITE;SUSP;BD;NA;2-3 G;ENT AG 2-3;26-ALLAN VILLEMINOT;NA;NA;NA;81-MIROSLAV KOCIC;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;CESSON SARAN;SARAN
1;SARAN 021;1145.9;1145.9;1167.3;SARAN;27-JEAN JACQUES ACQUEVILLO | 4-MATTHIEU DROUHIN | 16-KEVIN BONNEFOI;AP;6-0;NA;BUT;AD;INT;SUSP;MD;AU TRAVERS;3-3 C;X DC ARG;NA;4-MATTHIEU DROUHIN;27-JEAN JACQUES ACQUEVILLO;16-KEVIN BONNEFOI;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;CESSON SARAN;CESSON
1;CESSON 020;1170.6;1170.6;1201.4;CESSON;11-SYLVAIN HOCHET;AP;6-0;NA;THC;9C;EXT;SUSP;NA;NA;NA;YAGO D + X ARG AG SB;NA;NA;NA;NA;NA;NA;11-SYLVAIN HOCHET;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;CESSON SARAN;SARAN
1;SARAN 022;1202.1;1202.1;1209.7;SARAN;17-FLORIAN DELECROIX | 27-JEAN JACQUES ACQUEVILLO;MB;6-0;NA;PYO;9G;INT;NA;NA;NA;3-3 C;1C1;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;27-JEAN JACQUES ACQUEVILLO;17-FLORIAN DELECROIX;CESSON SARAN;CESSON
1;SARAN 023;1276.2;1276.2;1283.8;SARAN;4-MATTHIEU DROUHIN | 1-JEF LETTENS;PY;NA;NA;ARRET;NA;NA;NA;MD;NA;NA;INDIV;4-MATTHIEU DROUHIN;NA;NA;NA;1-JEF LETTENS;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;CESSON SARAN;CESSON
1;CESSON 021;1286.8;1286.8;1318.8;CESSON;17-FLORIAN DELECROIX;AP;6-0;NA;TC;9C;INT;SUSP;NA;NA;1-2 G;YAGO G;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;17-FLORIAN DELECROIX;NA;NA;NA;NA;CESSON SARAN;SARAN
1;SARAN 024;1321.5;1321.5;1329.2;SARAN;25-CHEMA RODRIGUES | 5-ARNAUD LAMAZAA PARY | 16-KEVIN BONNEFOI;MB;6-0;NA;BUT;AG;NA;SUSP;HG;AU TRAVERS;3-3 C;2C2;NA;5-ARNAUD LAMAZAA PARY;25-CHEMA RODRIGUES;16-KEVIN BONNEFOI;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;CESSON SARAN;CESSON
1;CESSON 022;1332.1;1332.1;1365;CESSON;68-QUENTIN EYMANN | 17-FLORIAN DELECROIX;AP;6-0;NA;PYO;6G;NA;NA;NA;NA;1-2 D;YAGO D + X ARG AG SB + X ARG DC ;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;17-FLORIAN DELECROIX;68-QUENTIN EYMANN;CESSON SARAN;SARAN
1;CESSON 023;1384.2;1384.2;1391.8;CESSON;34-ARBER QERIMI | 81-MIROSLAV KOCIC;PY;NA;NA;BUT;NA;NA;APPUI;HC;AU TRAVERS;NA;INDIV;NA;34-ARBER QERIMI;NA;81-MIROSLAV KOCIC;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;CESSON SARAN;SARAN
1;CESSON 024;1430.9;1430.9;1443.1;CESSON;68-QUENTIN EYMANN | 34-ARBER QERIMI;MB;NA;NA;PYO;6C;NA;NA;NA;NA;NA;2C3;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;34-ARBER QERIMI;68-QUENTIN EYMANN;CESSON SARAN;SARAN
1;CESSON 025;1461.8;1461.8;1472.3;CESSON;34-ARBER QERIMI | 81-MIROSLAV KOCIC;PY;NA;NA;BUT;NA;NA;NA;BC;AU TRAVERS;NA;INDIV;NA;34-ARBER QERIMI;NA;81-MIROSLAV KOCIC;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;CESSON SARAN;SARAN
1;SARAN 026;1475.4;1475.4;1497.4;SARAN;25-CHEMA RODRIGUES | 68-QUENTIN EYMANN | 16-KEVIN BONNEFOI;AP;6-0;NA;BUT;6D;INT;SUSP;BD;AU TRAVERS;2-3 D;2C2;NA;68-QUENTIN EYMANN;25-CHEMA RODRIGUES;16-KEVIN BONNEFOI;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;CESSON SARAN;CESSON
1;CESSON 026;1500.3;1500.3;1512.5;CESSON;17-FLORIAN DELECROIX | 81-MIROSLAV KOCIC;AP;6-0;NA;ARRET;9C;INT;SUSP;HC;NA;3-3 C;X DC ARD;17-FLORIAN DELECROIX;NA;NA;NA;81-MIROSLAV KOCIC;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;CESSON SARAN;SARAN
1;SARAN 027;1514.8;1514.8;1532.2;SARAN;14-HUGO KAMTCHOP BARIL | 64-HADRIEN RAMOND;MB;6-0;NA;N;9C;NA;NA;NA;NA;3-3 C;NA;NA;NA;NA;NA;NA;NA;NA;14-HUGO KAMTCHOP BARIL;64-HADRIEN RAMOND;NA;NA;NA;NA;NA;NA;NA;NA;CESSON SARAN;CESSON
1;SARAN 028;1567.1;1567.1;1579.2;SARAN;68-QUENTIN EYMANN;AP;6-0;NA;PB;9D;INT;SUSP;HG;AU LOIN;2-3 D;X DC ARG;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;68-QUENTIN EYMANN;NA;NA;CESSON SARAN;CESSON
1;CESSON 027;1581.7;1581.7;1585.1;CESSON;34-ARBER QERIMI | 81-MIROSLAV KOCIC;AP;6-0;NA;BUT;11C;DROITE;SUSP;BD;AU LOIN;3-3 C;INDIV;NA;34-ARBER QERIMI;NA;81-MIROSLAV KOCIC;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;CESSON SARAN;SARAN
1;SARAN 029;1589.7;1589.7;1619;SARAN;27-JEAN JACQUES ACQUEVILLO | 25-CHEMA RODRIGUES | 16-KEVIN BONNEFOI;AP;6-0;NA;BUT;9G;INT;SUSP;BG;AU LOIN;3-3 C;X DC ARG;NA;25-CHEMA RODRIGUES;27-JEAN JACQUES ACQUEVILLO;16-KEVIN BONNEFOI;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;CESSON SARAN;CESSON
1;CESSON 028;1621.8;1621.8;1633.3;CESSON;4-MATTHIEU DROUHIN | 81-FREDERIC BEAUREGARD;AP;6-0;NA;N;9G;NA;NA;NA;NA;3-3 C;X DC ARD;NA;NA;NA;NA;NA;NA;NA;4-MATTHIEU DROUHIN;81-FREDERIC BEAUREGARD;NA;NA;NA;NA;NA;NA;NA;NA;CESSON SARAN;SARAN
1;CESSON 029;1640.3;1640.3;1659.8;CESSON;93-NICOLAS BORDIER | 34-ARBER QERIMI;AP;6-0;NA;N;9C;EXT;NA;NA;NA;2-3 D;X DC ARD;NA;NA;NA;NA;NA;NA;NA;93-NICOLAS BORDIER;34-ARBER QERIMI;NA;NA;NA;NA;NA;NA;NA;NA;CESSON SARAN;SARAN
1;CESSON 030;1675.3;1675.3;1684.2;CESSON;81-FREDERIC BEAUREGARD;AP;6-0;NA;THC;9C;INT;SUSP;NA;NA;3-3 C;1C1;NA;NA;NA;NA;NA;NA;81-FREDERIC BEAUREGARD;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;CESSON SARAN;SARAN
1;SARAN 030;1686.9;1686.9;1695.3;SARAN;14-HUGO KAMTCHOP BARIL | 25-CHEMA RODRIGUES;MB;05-Jan;NA;N;11C;DROITE;NA;NA;NA;2-3 G;1C1;NA;NA;NA;NA;NA;NA;NA;14-HUGO KAMTCHOP BARIL;25-CHEMA RODRIGUES;NA;NA;NA;NA;NA;NA;NA;NA;CESSON SARAN;CESSON
1;SARAN 031;1706.8;1706.8;1735.1;SARAN;68-QUENTIN EYMANN | 5-ARNAUD LAMAZAA PARY | 16-KEVIN BONNEFOI;AP;5-0;6C5;BUT;AG;INT;SUSP;MD;AU TRAVERS;1-2 D;1C1;NA;5-ARNAUD LAMAZAA PARY;68-QUENTIN EYMANN;16-KEVIN BONNEFOI;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;CESSON SARAN;CESSON
1;SARAN 032;1776.2;1776.2;1782;SARAN;4-MATTHIEU DROUHIN | 27-JEAN JACQUES ACQUEVILLO | 16-KEVIN BONNEFOI;CA;NA;6C5;BUT;6G;INT;SUSP;MD;AU TRAVERS;NA;1C1;NA;27-JEAN JACQUES ACQUEVILLO;4-MATTHIEU DROUHIN;16-KEVIN BONNEFOI;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;CESSON SARAN;CESSON
1;CESSON 032;1789.4;1789.4;1836.9;CESSON;68-QUENTIN EYMANN | 32-GEIR GUDMUNDSSON;AP;6-0;NA;N;9G;NA;NA;NA;NA;2-3 G;2C2;NA;NA;NA;NA;NA;NA;NA;68-QUENTIN EYMANN;32-GEIR GUDMUNDSSON;NA;NA;NA;NA;NA;NA;NA;NA;CESSON SARAN;SARAN
1;CESSON 033;1845.6;1845.6;1855.2;CESSON;32-GEIR GUDMUNDSSON | 81-MIROSLAV KOCIC;AP;NA;NA;ARRET;9C;INT;SUSP;MC;NA;2-3 G;X DC ARG;32-GEIR GUDMUNDSSON;NA;NA;NA;81-MIROSLAV KOCIC;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;CESSON SARAN;SARAN
1;SARAN 033;1857.7;1857.7;1872.1;SARAN;27-JEAN JACQUES ACQUEVILLO;AP;6-0;NA;PB;9G;NA;NA;NA;NA;3-3 C;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;27-JEAN JACQUES ACQUEVILLO;NA;NA;CESSON SARAN;CESSON
1;CESSON 034;1875.4;1875.4;1883.5;CESSON;93-NICOLAS BORDIER | 34-ARBER QERIMI;CA;NA;NA;PYO;11C;NA;NA;NA;NA;2-3 D;3C2;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;34-ARBER QERIMI;93-NICOLAS BORDIER;CESSON SARAN;SARAN
1;CESSON 035;1907.4;1907.4;1914.7;CESSON;34-ARBER QERIMI | 81-MIROSLAV KOCIC;PY;NA;NA;BUT;NA;NA;NA;BC;AU TRAVERS;NA;INDIV;NA;34-ARBER QERIMI;NA;81-MIROSLAV KOCIC;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;CESSON SARAN;SARAN
1;SARAN 034;1919.8;1919.8;1959.4;SARAN;11-EVRIS MUYEMBO;AP;6-0;NA;THC;6D;INT;SUSP;BC;NA;3-3 C;X DC ARG;NA;NA;NA;NA;NA;NA;11-EVRIS MUYEMBO;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;CESSON SARAN;CESSON
1;CESSON 036;1959.8;1959.8;1967.8;CESSON;34-ARBER QERIMI | 15-LEO LEBOULAIRE | 81-MIROSLAV KOCIC;CA;NA;NA;BUT;6C;INT;SUSP;HD;AU LOIN;NA;NA;NA;15-LEO LEBOULAIRE;34-ARBER QERIMI;81-MIROSLAV KOCIC;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;CESSON SARAN;SARAN
1;SARAN 036;2000.6;2000.6;2018.6;SARAN;26-ALLAN VILLEMINOT | 22-YANN GHEYSEN;AP;6-0;NA;N;9D;NA;NA;NA;NA;2-3 D;ENT AD 1-2;NA;NA;NA;NA;NA;NA;NA;26-ALLAN VILLEMINOT;22-YANN GHEYSEN;NA;NA;NA;NA;NA;NA;NA;NA;CESSON SARAN;CESSON
1;SARAN 037;2021.7;2021.7;2027.6;SARAN;22-YANN GHEYSEN | 27-JEAN JACQUES ACQUEVILLO | 1-JEF LETTENS;AP;6-0;NA;BUT;9C;INT;SUSP;BD;AU TRAVERS;2-3 D;2C2;NA;27-JEAN JACQUES ACQUEVILLO;22-YANN GHEYSEN;1-JEF LETTENS;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;CESSON SARAN;CESSON
1;CESSON 037;2030;2030;2040.5;CESSON;32-GEIR GUDMUNDSSON | 15-LEO LEBOULAIRE | 81-MIROSLAV KOCIC;MB;6-0;NA;BUT;AD;INT;SUSP;MD;AU TRAVERS;3-3 C;NA;NA;15-LEO LEBOULAIRE;32-GEIR GUDMUNDSSON;81-MIROSLAV KOCIC;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;CESSON SARAN;SARAN
1;SARAN 038;2042.6;2042.6;2065.1;SARAN;27-JEAN JACQUES ACQUEVILLO | 1-JEF LETTENS;AP;6-0;NA;ARRET;9D;INT;SUSP;BG;NA;3-3 C;X DC ARG;27-JEAN JACQUES ACQUEVILLO;NA;NA;NA;1-JEF LETTENS;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;CESSON SARAN;CESSON
